행정동_코드,행정동_명,gu_name,lat,lng,영역_면적
11680600,대치1동,강남구,37.496112586947206,127.05988566515504,809823
11680610,대치2동,강남구,37.50374061935676,127.06645107389674,1837367
11710520,풍납2동,송파구,37.53291988230297,127.10895981496814,2564554
11710531,거여1동,송파구,37.49750232114311,127.14265358030255,522308
11710532,거여2동,송파구,37.4948725454484,127.14909424202747,612901
11710540,마천1동,송파구,37.49807022116397,127.15680167007704,575258
11710550,마천2동,송파구,37.503284913951276,127.15144052489106,890688
11710561,방이1동,송파구,37.51260660554126,127.12325012166103,609259
11650520,서초2동,서초구,37.49158284084328,127.0286957778003,1230924
11650530,서초3동,서초구,37.488269963784134,127.01024138724391,2998572
11650531,서초4동,서초구,37.501693637327435,127.02060210817082,879773
11680630,대치4동,강남구,37.50431373739438,127.05554919334466,701081
11680640,역삼1동,강남구,37.50359116812152,127.03628874527682,2362133
11680650,역삼2동,강남구,37.50123642294017,127.04568547911107,1135029
11680655,도곡1동,강남구,37.4916421691423,127.041801319139,1050609
11680656,도곡2동,강남구,37.48824239820271,127.04980491822629,990763
11680660,개포1동,강남구,37.48053264808253,127.06311834804049,1449952
11680670,개포2동,강남구,37.48742163026035,127.06980642479795,2243338
11680690,개포4동,강남구,37.478086237645364,127.05419624816052,1665461
11680700,세곡동,강남구,37.47341241933556,127.10509875671526,6367772
11710590,송파2동,송파구,37.50560234160145,127.11779877813741,631023
11710600,석촌동,송파구,37.50548057406382,127.1032995641479,946914
11710632,가락2동,송파구,37.49860525912164,127.13156186813148,932311
11710641,문정1동,송파구,37.49119423247689,127.12769314958899,612546
11710642,문정2동,송파구,37.48394921034526,127.11993605094784,2242033
11710646,장지동,송파구,37.485729166324845,127.13229709694562,1278355
11710647,위례동,송파구,37.48396167387094,127.14149746238341,2537372
11710650,잠실본동,송파구,37.508739627513734,127.08340937314566,1028997
11710670,잠실2동,송파구,37.52017549882817,127.0801301026511,2686850
11710680,잠실3동,송파구,37.51665075573623,127.09503480327706,1542643
11710690,잠실4동,송파구,37.523449527254904,127.10995303733661,780204
11710710,잠실6동,송파구,37.52252099598842,127.10025708329692,1508001
11710720,잠실7동,송파구,37.51006982278328,127.07467920759746,723486
11740515,강일동,강동구,37.566294991536424,127.17507600727744,3647520
11740520,상일동,강동구,37.553406356846516,127.16561911919463,1813623
11740530,명일1동,강동구,37.55309771568783,127.1467418899625,634942
11740540,명일2동,강동구,37.550987862561485,127.15507810098613,914329
11740550,고덕1동,강동구,37.56446195280503,127.15173281039185,1518495
11740560,고덕2동,강동구,37.56772693635461,127.16280943696466,2206786
11740570,암사1동,강동구,37.55459777300503,127.13538242538957,735480
11740580,암사2동,강동구,37.55978130756975,127.12448125000147,2174329
11740590,암사3동,강동구,37.563936372774094,127.1394285253542,1799368
11740600,천호1동,강동구,37.5490791550811,127.13934456785618,668998
11740610,천호2동,강동구,37.54774582205195,127.1227980157163,1850853
11740620,천호3동,강동구,37.542444862651195,127.13409338480405,561872
11710610,삼전동,송파구,37.50465131949471,127.0926787540394,953338
11710620,가락본동,송파구,37.49976821667485,127.1224489688542,1014738
11710631,가락1동,송파구,37.4979431190192,127.10906800557288,1393228
11680720,일원본동,강남구,37.48506001975789,127.08533956551247,2354625
11680730,일원1동,강남구,37.49621998566685,127.0900336717222,953471
11680740,일원2동,강남구,37.49903844448529,127.07962166487631,1300290
11680750,수서동,강남구,37.489670056552185,127.10093749615999,1629403
11710510,풍납1동,송파구,37.541184907041064,127.11545521536479,1075294
11740690,둔촌1동,강동구,37.52581333651326,127.14121361179576,912178
11740700,둔촌2동,강동구,37.53405816518895,127.14804001739697,1550455
11740640,성내1동,강동구,37.531443188089405,127.12633540197223,663675
11740650,성내2동,강동구,37.53715318165153,127.12849466772222,625147
11740660,성내3동,강동구,37.531100842436835,127.13455978750302,647356
